eventid,date,country_txt,region_txt,city,latitude,longitude,attacktype1_txt,attacktype2_txt,targtype1_txt,targtype2_txt,targtype3_txt,targsubtype1_txt,targsubtype2_txt,targsubtype3_txt,gname,gsubname,gname2,gsubname2,success,suicide,extended,motive,target1,weaptype1_txt,nkill,nwound,summary
197002000000.0,1970-02-17,United States,North America,Seattle,47.610786,-122.331306,Bombing/Explosion,,Military,,,Military Barracks/Base/Headquarters/Checkpost,,,Student Radicals,,,,False,False,False,Protest the War in Vietnam,"Armory, University of Washington",Explosives,0,0,"2/17/1970: Unknown perpetrators placed a gasoline bomb underneath the Armory at the University of Washington in Seattle, United States.  The bomb did not explode and was later discovered and removed."
197002000000.0,1970-02-18,United States,North America,Cleveland,41.479561,-81.675461,Bombing/Explosion,,Police,,,Police Security Forces/Officers,,,Black Nationalists,,,,True,False,False,,,Explosives,0,0,"2/18/1970: Amidst a period racial strife at Cuyahoga Community College in Cleveland, Ohio, United States, unknown perpetrators detonated a bomb that damaged a car of a police officer working as a security guard."
197002000000.0,1970-02-18,United States,North America,Vallejo,38.10083,-122.254954,Bombing/Explosion,,Police,,,Police Security Forces/Officers,,,Black Nationalists,,,,True,False,False,,,Explosives,0,0,"2/18/1970: Booby trapped handgrenades were discovered wired to a car in the parking lot of the Vallejo Police Department in California, United States.  The device was deactivated."
197002000000.0,1970-02-20,United States,North America,Hartford,41.763325,-72.674069,Facility/Infrastructure Attack,,Government (General),,,Judge/Attorney/Court,,,Left-Wing Militants,,,,True,False,False,,United States District Court of Connecticut,Incendiary,0,0,"2/20/1970: Unknown perpetrators threw a Molotov cocktail at a Federal Building that housed a United States Courthouse in Hartford, Connecticut, United States.  There were no casualties but the building sustained an estimated $450 in damages."
197002000000.0,1970-02-20,United States,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,,Educational Institution,,,School/University/Educational Building,,,Student Radicals,,,,True,False,False,,Columbia University International Law Library,Incendiary,0,0,"2/20/1970: Unknown perpetrators ignited a firebomb at the Columbia University International Law Library in Manhattan, New York, United States.  There were no casualties but the building sustained slight damages."
197002000000.0,1970-02-20,United States,North America,Seattle,47.610786,-122.331306,Bombing/Explosion,,Educational Institution,,,School/University/Educational Building,,,Student Radicals,,,,True,False,False,,"Construction site of Architecture School, University of Washington",Explosives,0,0,"2/20/1970: Unknown perpetrators placed two dynamite bombs at the construction site of the School of Architecture at the University of Washington in Seattle, Washington, United States.  Only one of the two bombs exploded causing little damage.  There were no casualties."
197002000000.0,1970-02-21,West Germany (FRG),Western Europe,Frankfurt,50.11797,8.644191,Bombing/Explosion,,Airports & Aircraft,,,Aircraft (not at an airport),,,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)",,,,True,False,False,,Austrian Airliner en route to Tel Aviv,Explosives,0,0,
197002000000.0,1970-02-21,Switzerland,Western Europe,Zurich,47.36865,8.539182,Bombing/Explosion,,Airports & Aircraft,,,Aircraft (not at an airport),,,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)",,,,True,False,False,,Swiss Air DC-9,Explosives,47,0,
197002000000.0,1970-02-21,United States,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,,Police,,,"Police Building (headquarters, station, school)",,,Left-Wing Militants,,,,False,False,False,,Charles Street Police Station,Incendiary,0,0,"2/21/1970: Unknown perpetrators threw a firebomb at a police car in front of the Charles Street Police Station in Greenwich, New York, United States.  Another bomb was thrown to the pavement  seventy-five feet away.  The attacks caused no damages or casualties."
197002000000.0,1970-02-21,United States,North America,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,,Military,,,Military Recruiting Station/Academy,,,Left-Wing Militants,,,,True,False,False,,Army Recruiting Booth and Navy Recruiting Booth,Incendiary,0,0,"2/21/1970: Two Military Recruiting Stations in the vicinity of Brooklyn College were firebombed by unknown perpetrators in New York, United States.  There were no casualties but the recruiting stations sustained minor damages before the fire was extinguished."
197002000000.0,1970-02-21,United States,North America,New York City,40.697132,-73.931351,Bombing/Explosion,,Private Citizens & Property,,,Named Civilian,,,"Weather Underground, Weathermen",,,,True,False,False,Protest Vietnam War and show support for Black Panthers.,Judge John Murtagh and family,Explosives,0,0,"2/21/1970: The Weathermen claimed credit for bombing the residence of State Supreme Court Justice John Murtagh New York, United States.  The attack caused no casualties but the house sustained minor damages.  Judge Murtagh was presiding over a trial of thirteen Black Panther members at the time.    Anti-Vietnam war and pro-Black Panther graffiti was left at the scene of the attack."
197002000000.0,1970-02-21,United States,North America,Denver,39.758968,-104.876305,Facility/Infrastructure Attack,,Private Citizens & Property,,,Named Civilian,,,Black Nationalists,,,,True,False,False,Protest anti-integrationists of the Denver City Schools.,James C. Perrill,Incendiary,0,0,"2/21/1970: Unknown perpetrators threw a firebomb into the residence of James C. Perrill in Denver, Colorado, United States.  There were no casualties and it is unknown if the house was damaged.  The attack occurred during heightened racial tensions due to the integration of Denver City Schools and Perrill was  a conservative school board member."
197002000000.0,1970-02-22,United States,North America,Ithaca,42.455233,-76.475847,Facility/Infrastructure Attack,,Educational Institution,,,School/University/Educational Building,,,White extremists,,,,True,False,False,To intimidate the African American community at Cornell University,Dormitory housing Black Women's Collective,Incendiary,0,0,"2/22/1970: Unknown perpetrators threw kerosene flare pots at the Wari House Dormitory which housed the Black Women's Cooperative at Cornell University in Ithaca, New York, United States.  The incendiary tossed at the dormitory failed to ignite, but an incendiary thrown through the window of a car parked in front of the dormitory burst into flames and caused minor damages to the vehicle.  There were no casualties."
197002000000.0,1970-02-22,United States,North America,Prairie du Sac,43.287052,-89.724361,Bombing/Explosion,,Utilities,,,Electricity,,,New Year's Gang,,,,False,False,False,To sabotage the Badger Ammunition Plant,"Wisconsin Power and Light Company substation, Prairie du Sac",Explosives,0,0,"2/22/1970: Karl Armstrong, a member of the New Years Gang, attempted to bomb the Wisconsin Power and Light substation in Prairie du Sac, Wisconsin, United States.  Carrying thirteen sticks of dynamite he broke into the substation, but fled the scene when a night security guard arrived unexpectedly.  The substation supplied power to the Badger Ammunition Plant."
197002000000.0,1970-02-23,United States,North America,South Sioux City,42.47031,-96.413949,Bombing/Explosion,,Utilities,,,Electricity,,,Strikers,,,,True,False,False,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,Power Transmission Pole in the Dakota City/Sioux City area,Explosives,0,0,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike."
197002000000.0,1970-02-23,United States,North America,South Sioux City,42.47031,-96.413949,Bombing/Explosion,,Utilities,,,Electricity,,,Strikers,,,,True,False,False,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,Power Transmission Pole in the Dakota City/Sioux City area,Explosives,0,0,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike."
197002000000.0,1970-02-23,United States,North America,South Sioux City,42.47031,-96.413949,Bombing/Explosion,,Utilities,,,Electricity,,,Strikers,,,,True,False,False,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,Power Transmission Pole in the Dakota City/Sioux City area,Explosives,0,0,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike."
197002000000.0,1970-02-23,United States,North America,South Sioux City,42.47031,-96.413949,Bombing/Explosion,,Utilities,,,Electricity,,,Strikers,,,,True,False,False,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,Power Transmission Pole in the Dakota City/Sioux City area,Explosives,0,0,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike."
197002000000.0,1970-02-23,United States,North America,Tucson,32.222232,-110.925752,Bombing/Explosion,,Military,,,Military Barracks/Base/Headquarters/Checkpost,,,Left-Wing Militants,,,,True,False,False,Protest the draft.,"Selective Service Headquarters, Tucson Arizona.",Explosives,0,0,"2/23/1970: Unknown perpetrators detonated a dynamite bomb in front of the Selective Service Headquarters in Tucson, Arizona, United States. There were no casualties, however, all of the windows of the building shattered."
197002000000.0,1970-02-24,United States,North America,Denver,39.758968,-104.876305,Bombing/Explosion,,Private Citizens & Property,,,Named Civilian,,,White extremists,,,,True,False,False,Protest the desegregation of Denver City Schools.,Wilfred Keyes,Explosives,0,0,"2/24/1970: Unknown perpetrators detonated a pipe bomb in front of the house of Wilfred Keyes in Denver, Colorado, United States.  There were no casualties, however, the front porch was destroyed and many windows were shattered.  Keyes was the lead plaintiff in a court case calling for the desegregation of Denver City Schools."
197002000000.0,1970-02-24,United States,North America,Champaign,40.101952,-88.227161,Facility/Infrastructure Attack,,Military,,,Military Recruiting Station/Academy,,,Student Radicals,,,,True,False,False,Protest secret government research at the University of Illinois and the R.O.T.C. program.,"R.O.T.C., University of Illinois",Incendiary,0,0,"2/24/1970: Unknown perpetrators threw a Molotov cocktail into the Armory at the University of Illinois, Champaign-Urbana, United States.  There were no casualties but the firebomb caused $2,000 in damages.  The offices of the R.O.T.C. were located in the Armory"
